"","Major","Minor","BldgNbr","NbrBldgs","Address","BuildingNumber","Fraction","DirectionPrefix","StreetName","StreetType","DirectionSuffix","ZipCode","NbrStories","PredominantUse","Shape","ConstrClass","BldgQuality","BldgDescr","BldgGrossSqFt","BldgNetSqFt","YrBuilt","EffYr","PcntComplete","HeatingSystem","Sprinklers","Elevators"
"130",524780,2260,1,1,"650       S  JACKSON                   ST      98104","650","   ","S ","JACKSON                  ","ST  ","  ","98104",2,353,2,3,4,"RETAIL STORES & OFFICES                           ",24550,22700,1917,1970,100,4,"N"," "
"131",859290,375,2,1,"617       S  DEARBORN                  ST      98134","617","   ","S ","DEARBORN                 ","ST  ","  ","98134",2,344,3,3,4,"OFFICE/STORAGE                                    ",3000,3000,1968,1972,100,14," "," "
"132",396440,245,1,1,"3207         BEACON                    AVE  S  98144","3207","   ","  ","BEACON                   ","AVE ","S ","98144",1,350,2,4,5,"LINE RETAIL RESTAURANT                            ",7358,5558,1924,1979,100,6," "," "
"133",766620,7155,3,1,"1939         1ST                       AVE  S  98134","1939","   ","  ","1ST                      ","AVE ","S ","98134",1,406,2,4,4,"WAREHOUSE                                         ",8880,8880,1907,1941,100,6,"N"," "
"134",94200,445,1,1,"910          5TH                       AVE     98104","910","   ","  ","5TH                      ","AVE ","  ","98104",3,344,2,2,4,"OFFICE BUILDING                                   ",22680,21819,1955,1970,100,12,"Y","Y"
"135",713830,90,1,1,"2825         RAINIER                   AVE  S  98144","2825","   ","  ","RAINIER                  ","AVE ","S ","98144",1,353,2,3,4,"CASH AMERICA PAWN SHOP                            ",5919,5919,1953,1990,100,11," "," "
"136",524980,1,1,1,"3800         LAKE WASHINGTON           BLVD S  98144","3800","   ","  ","LAKE WASHINGTON          ","BLVD","S ","98144",2,486,2,4,4,"FIELDHOUSE                                        ",5267,5267,1985,2000,100,3,"N"," "
"137",94200,1155,1,1,"300          5TH                       AVE     98104","300","   ","  ","5TH                      ","AVE ","  ","98104",17,344,4,1,6,"Office Bldg.                                      ",413264,275166,2009,2009,100,17,"Y","Y"
"138",713830,55,1,1,"2811         RAINIER                   AVE  S  98144","2811","   ","  ","RAINIER                  ","AVE ","S ","98144",1,353,2,4,4,"O'REILLY AUTO SUPPLY                              ",7740,7740,1946,1982,100,14,"N"," "
"139",365010,40,1,1,"3326         BEACON                    AVE  S  98144","3326","   ","  ","BEACON                   ","AVE ","S ","98144",2,352,2,4,3,"APT                                               ",2466,2466,1906,1970,100,3,"N","N"
"140",859140,60,1,1,"625          1ST                       AVE     98104","625","   ","  ","1ST                      ","AVE ","  ","98104",2,830,2,3,4,"RETAIL/RESTAURANT WITH OFFICE                     ",12360,8790,1900,1970,100,12,"Y"," "
"141",617290,222,1,1,"3857         2ND                       AVE  S  98134","3857","   ","  ","2ND                      ","AVE ","S ","98134",1,407,2,3,4,"WAREHOUSE                                         ",10960,10960,1989,1989,100,7,"N"," "
"142",172280,2315,4,1,"5801         EAST MARGINAL             WAY  S  98134","5801","   ","  ","EAST MARGINAL            ","WAY ","S ","98134",1,406,2,3,2,"MISC SHOPS & SHEDS                                ",24970,24970,1929,1970,100,20,"N"," "
"143",766620,3765,2,1,"3200         6TH                       AVE  S  98134","3200","   ","  ","6TH                      ","AVE ","S ","98134",1,387,2,4,2,"WHSE                                              ",21520,21520,1946,1959,100,4,"Y"," "
"144",766620,6720,1,1,"1046         1ST                       AVE  S  98134","1046","   ","  ","1ST                      ","AVE ","S ","98134",9,841,4,2,5,"SILVER CLOUD INN                                  ",168449,129181,2005,2005,100,12,"Y","Y"
"145",766620,2970,2,1,"2418         AIRPORT                   WAY  S  98134","2418","   ","  ","AIRPORT                  ","WAY ","S ","98134",1,528,2,3,4,"MAINT GARAGE                                      ",9864,9864,1947,1965,100,6,"N"," "
"146",765860,185,1,1,"1121         23RD                      AVE  S  98144","1121","   ","  ","23RD                     ","AVE ","S ","98144",3,352,2,4,4,"4 - Plex (Bldg B)                                 ",4395,4395,2004,2004,100,1,"Y"," "
"147",766620,6700,1,1,"1022         1ST                       AVE  S  98134","1022","   ","  ","1ST                      ","AVE ","S ","98134",4,406,2,3,4,"WAREHOUSE                                         ",44775,33600,1909,1935,100,6,"Y"," "
"148",59700,685,1,1,"3049         BEACON                    AVE  S  98144","3049","   ","  ","BEACON                   ","AVE ","S ","98144",1,341,2,4,4,"OFFICE BUILDING                                   ",1853,1853,1956,1980,100,11,"N"," "
"149",332000,111,1,1,"1254      S  JACKSON                   ST      98144","1254","   ","S ","JACKSON                  ","ST  ","  ","98144",1,350,2,4,4,"FAST FOOD RESTAURANT                              ",313,313,1954,1990,100,6,"N"," "
"150",788610,730,1,1,"3707         AIRPORT                   WAY  S  98134","3707","   ","  ","AIRPORT                  ","WAY ","S ","98134",1,406,2,3,4,"WESTERN PETERBUILT                                ",35222,34232,1954,1970,100,3,"N"," "
"151",93900,175,1,1,"706          1ST                       AVE  S  98104","706","   ","  ","1ST                      ","AVE ","S ","98104",3,345,2,2,4,"PARKING GARAGE                                    ",70380,70380,1958,1965,100,20,"Y","Y"
"152",766670,1220,3,1,"1011      SW KLICKITAT                 AVE     98134","1011","   ","SW","KLICKITAT                ","AVE ","  ","98134",2,344,2,3,4,"OFFICE-MFG BLDG C                                 ",30400,30400,1989,1989,100,14,"Y"," "
"153",766620,3240,3,1,"2203         AIRPORT                   WAY  S  98134","2203","   ","  ","AIRPORT                  ","WAY ","S ","98134",2,407,3,3,4,"WAREHOUSE BLDG ""C""                              ",145158,139674,1985,1985,100,6,"Y"," "
"154",817010,520,1,1,"1200      S  DEARBORN                  ST      98144","1200","   ","S ","DEARBORN                 ","ST  ","  ","98144",2,344,2,4,4,"OFC WHSE                                          ",9673,9673,1984,1984,100,14,"N"," "
"155",138980,35,1,3,"2522         14TH                      AVE  S  98144","2522","   ","  ","14TH                     ","AVE ","S ","98144",3,352,2,4,4,"EL CENTRO DE LA RAZA                              ",18733,11397,1994,2003,100,2,"Y","N"
"156",983420,585,1,1,"3608         YORK                      RD   S  98144","3608","   ","  ","YORK                     ","RD  ","S ","98144",2,352,2,4,4,"4 PLEX                                            ",3450,3450,1956,1979,100,2,"N","N"
"157",357320,715,2,1,"4797         1ST                       AVE  S  98134","4797","   ","  ","1ST                      ","AVE ","S ","98134",2,406,2,3,4,"TWO STORY WAREHOUSE                               ",11400,11400,1971,1971,100,6,"N"," "
"158",308500,2100,1,1,"2901         27TH                      AVE  S  98144","2901","   ","  ","27TH                     ","AVE ","S ","98144",2,494,2,3,4,"LAUNDRY                                           ",63136,63136,1959,1990,100,11,"N"," "
"159",713230,370,1,1,"1130         RAINIER                   AVE  S  98144","1130","   ","  ","RAINIER                  ","AVE ","S ","98144",2,344,2,3,6,"OFFICE/COMPUTER ROOM                              ",62220,62220,1914,1990,100,11,"N"," "
"160",766670,3020,4,1,"3235         16TH                      AVE  SW 98134","3235","   ","  ","16TH                     ","AVE ","SW","98134",1,708,2,3,2,"Storage above Silos (ABANDONED BLDG)              ",30225,30225,1916,1916,100,20," "," "
"161",332000,360,1,1,"1419      S  JACKSON                   ST      98144","1419","   ","S ","JACKSON                  ","ST  ","  ","98144",2,551,2,3,4,"Artist's studio(s) and quarters                   ",14700,14700,1925,1959,100,3,"Y"," "
"162",754830,1155,1,1,"1752         RAINIER                   AVE  S  98144","1752","   ","  ","RAINIER                  ","AVE ","S ","98144",1,528,2,3,4,"AUTO BODY REPAIR SHOP                             ",4790,4790,1947,1980,100,6,"N"," "
"163",524780,25,1,1,"114          ALASKAN                   WAY  S  98104","114","   ","  ","ALASKAN                  ","WAY ","S ","98104",6,840,2,3,3,"OFFICE BUILDING W/APARTMENT                       ",74211,46219,1902,1969,100,6,"Y","Y"
"164",766620,3150,1,1,"2755         AIRPORT                   WAY  S  98134","2755","   ","  ","AIRPORT                  ","WAY ","S ","98134",1,407,2,3,4,"WHSE WITH OFFICE                                  ",21310,21310,1958,1960,100,6,"Y"," "
"165",766620,3135,1,1,"2709         AIRPORT                   WAY  S  98134","2709","   ","  ","AIRPORT                  ","WAY ","S ","98134",1,344,2,4,3,"OFFICE                                            ",3597,3597,1960,1960,100,3,"N"," "
"166",766620,7410,1,1,"2951         1ST                       AVE  S  98134","2951","   ","  ","1ST                      ","AVE ","S ","98134",1,494,2,3,4,"OFC/WHSE                                          ",10260,10260,1941,1959,100,6,"N"," "
"167",817010,385,1,1,"1214      S  WELLER                    ST      98144","1214","   ","S ","WELLER                   ","ST  ","  ","98144",2,406,2,3,4,"WAREHOUSE                                         ",10800,10800,1964,1970,100,6,"N"," "
"168",132730,9,1,1,"3301         1ST                       AVE  S  98134","3301","   ","  ","1ST                      ","AVE ","S ","98134",1,494,2,4,2,"INDUSTRIAL BLDG                                   ",39103,39103,1917,1945,100,6,"N"," "
"169",357320,845,3,1,"54        S  DAWSON                    ST      98134","54","   ","S ","DAWSON                   ","ST  ","  ","98134",1,528,2,3,4,"WHS                                               ",6234,6234,1950,1965,100,4,"Y"," "
"170",713430,515,1,1,"801          RAINIER                   AVE  S  98144","801","   ","  ","RAINIER                  ","AVE ","S ","98144",1,406,2,3,4,"WHSE & SHOP                                       ",7353,7353,1980,1980,100,6,"N"," "
"171",983420,1270,1,1,"3651      S  SPOKANE                   ST      98144","3651","   ","S ","SPOKANE                  ","ST  ","  ","98144",2,352,2,4,4,"4-Plex                                            ",3920,3920,1964,1991,100,2,"N","N"
"172",766620,3826,1,1,"620       S  SPOKANE                   ST      98134","620","   ","S ","SPOKANE                  ","ST  ","  ","98134",1,406,2,3,4,"SHIPPING SUPPLY WAREHOUSE                         ",16600,16600,1948,1954,100,6,"Y"," "
"173",859090,1050,1,1,"1000         MADISON                   ST      98104","1000","   ","  ","MADISON                  ","ST  ","  ","98104",1,353,2,3,4,"STORE FRONT RETAIL BUILDING                       ",9900,9900,1930,1970,100,6,"N"," "
"174",524780,345,1,1,"322          1ST                       AVE  S  98104","322","   ","  ","1ST                      ","AVE ","S ","98104",3,344,2,3,4,"OFFICE W/RETAIL ON 1ST FLOOR                      ",13320,11280,1900,1978,100,8,"N"," "
"175",766620,5625,3,1,"3447         4TH                       AVE  S  98134","3447","   ","  ","4TH                      ","AVE ","S ","98134",2,468,2,4,2,"STG WHSE                                          ",10174,10174,1975,1975,100,20,"N"," "
"176",524780,665,1,1,"207          2ND                       AVE  S  98104","207","   ","  ","2ND                      ","AVE ","S ","98104",1,353,2,3,2,"RETAIL                                            ",11838,5820,1900,1965,100,6,"N"," "
"177",766620,5570,1,1,"3414         2ND                       AVE  S  98134","3414","   ","  ","2ND                      ","AVE ","S ","98134",2,387,2,3,2,"FREIGHT DOCK                                      ",9000,9000,1956,1960,100,2,"N"," "
"178",182404,9073,1,1,"8         S  IDAHO                     ST      98134","8","   ","S ","IDAHO                    ","ST  ","  ","98134",1,407,2,3,4,"WAREHOUSE                                         ",10500,10500,1986,1986,100,3,"Y"," "
"179",766620,3345,3,1,"1523         AIRPORT                   WAY  S  98134","1523","   ","  ","AIRPORT                  ","WAY ","S ","98134",1,528,4,2,8,"TIRE & MILLWRIGHT SHOP                            ",9833,9833,2006,2006,100,6," "," "
"180",411460,1250,1,1,"400          LAKESIDE                  AVE  S  98144","400","   ","  ","LAKESIDE                 ","AVE ","S ","98144",3,352,3,4,4,"BLUE DOLPHIN                                      ",18237,14112,1949,1993,100,2,"N","N"
"181",983420,580,1,1,"3300         YORK                      RD   S  98144","3300","   ","  ","YORK                     ","RD  ","S ","98144",3,352,2,4,4,"YORK MANOR                                        ",5494,5304,1957,1980,100,2,"N","N"
"182",93900,530,1,1,"1012         1ST                       AVE     98104","1012","   ","  ","1ST                      ","AVE ","  ","98104",5,830,2,3,4,"MIXED USE RETAIL/WHSE                             ",33300,33300,1900,1960,100,4,"N","Y"
"183",524780,1965,1,1,"605       S  MAIN                      ST      98104","605","   ","S ","MAIN                     ","ST  ","  ","98104",5,332,2,3,2,"PANAMA HOTEL                                      ",40552,33040,1910,1980,100,7,"Y"," "
"184",162404,9248,1,1,"3630         RENTON                    AVE  S  98144","3630","   ","  ","RENTON                   ","AVE ","S ","98144",3,352,2,4,4,"THE CRESTVIEW                                     ",37080,31518,1968,1985,100,2,"N","N"
"185",524780,35,1,1,"119          1ST                       AVE  S  98104","119","   ","  ","1ST                      ","AVE ","S ","98104",5,344,2,3,6,"OFFICE BUILDING (MAYNARD BUILDING)                ",38376,33322,1900,1987,100,4,"Y","Y"
